Year,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,Master_col,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
2022,34,34,USNews,University of California--San Diego,"University of California, San Diego",,public,77,77,3.9,43,94%,86%,87%,1,84%,26,48,46%,24%,19,19 to 1,29,1260,1480,100%,38%,25,3%
2022,28,28,USNews,University of California--Santa Barbara,"University of California, Santa Barbara",,public,78,78,3.7,61,93%,83%,89%,6,86%,16,21,54%,20%,17,17 to 1,29,1230,1480,100%,37%,58,17%
2022,103,103,USNews,University of California--Santa Cruz,"University of California, Santa Cruz",,public,60,60,3.3,106,88%,83%,76%,-7,74%,12,324,21%,30%,25,25 to 1,56,1150,1370,94%,65%,125,2%
2022,299,299-391,USNews,University of Central Arkansas,University of Central Arkansas,,public,,,2.1,,75%,55%,46%,,34%,220,,48%,1%,,,,20,27,23%,94%,,7%
2022,148,148,USNews,University of Central Florida,University of Central Florida,,public,55,55,2.9,117,91%,66%,74%,8,72%,51,364,28%,25%,31,31 to 1,107,1160,1340,35%,45%,342,5%
2022,299,299-391,USNews,University of Charleston ,University of Charleston,WV,private,,,2.3,,65%,50%,46%,,38%,265,,63%,0%,,,,19,23,,61%,,4%
2022,6,6,USNews,University of Chicago,University of Chicago,,private,95,95,4.6,4,99%,97%,96%,-1,94%,327,1,79%,6%,5,5 to 1,1,1500,1570,99%,7%,9,32%
2022,148,148,USNews,University of Cincinnati,University of Cincinnati – Uptown,,public,55,55,2.9,147,87%,67%,72%,5,61%,312,278,39%,20%,19,19 to 1,124,23,29,25%,76%,163,8%
2022,99,99,USNews,University of Colorado Boulder,University of Colorado Boulder,,public,61,61,3.7,141,87%,74%,72%,-2,66%,343,189,50%,13%,18,18 to 1,124,1130,1350,26%,84%,89,5%
2022,227,227,USNews,University of Colorado Denver,University of Colorado Denver/Anschutz Medical Campus,,public,47,47,2.9,334,71%,58%,44%,-14,47%,55,324,44%,9%,18,18 to 1,256,995,1210,25%,66%,32,2%
2022,299,299-391,USNews,University of Colorado--Colorado Springs,University of Colorado Colorado Springs,,public,,,2.7,,69%,60%,45%,,38%,288,,40%,6%,,,,1010,1200,13%,90%,,3%
2022,63,63,USNews,University of Connecticut,University of Connecticut,,public,67,67,3.4,54,94%,79%,83%,4,76%,242,87,54%,15%,16,16 to 1,78,1170,1390,51%,56%,70,7%
2022,127,127,USNews,University of Dayton ,University of Dayton,OH,private,57,57,2.8,84,90%,76%,81%,5,74%,357,141,38%,3%,15,15 to 1,224,23,29,27%,81%,116,
2022,93,93,USNews,University of Delaware,University of Delaware,,public,62,62,3.3,65,91%,78%,84%,6,73%,357,216,29%,18%,12,12 to 1,124,1170,1340,24%,63%,81,7%
2022,93,93,USNews,University of Denver,University of Denver,,private,62,62,3.1,106,86%,79%,75%,-4,73%,275,45,55%,6%,11,11 to 1,86,1170,1360,39%,61%,74,8%
2022,187,187,USNews,University of Detroit Mercy,University of Detroit Mercy,,private,51,51,2.1,163,85%,66%,73%,7,62%,120,107,53%,2%,11,11 to 1,195,1050,1260,26%,79%,147,5%
2022,263,263,USNews,University of Findlay ,University of Findlay,OH,private,44,44,1.9,204,80%,69%,63%,-6,,95,97,65%,2%,16,16 to 1,318,20,26,22%,79%,267,9%
2022,28,28,USNews,University of Florida,University of Florida,,public,78,78,3.8,33,97%,84%,89%,5,86%,55,48,53%,9%,17,17 to 1,36,1290,1460,82%,31%,44,18%
2022,48,48,USNews,University of Georgia,University of Georgia,,public,71,71,3.7,43,95%,81%,87%,6,81%,202,72,46%,11%,17,17 to 1,56,1220,1400,56%,48%,116,13%
2022,213,213,USNews,University of Hartford ,University of Hartford,CT,private,48,48,2.5,235,76%,56%,62%,6,49%,256,87,72%,0.10%,8,8 to 1,265,1020,1210,,77%,223,3%
2022,288,288,USNews,University of Hawaii at Hilo,University of Hawaii at Hilo,,public,42,42,2.6,356,70%,53%,38%,-15,45%,30,216,50%,3%,13,13 to 1,329,16,22,16%,45%,147,
2022,162,162,USNews,University of Hawaii--Manoa,University of Hawai’i at M?noa,,public,54,54,2.8,214,80%,65%,62%,-3,58%,153,189,47%,12%,10,10 to 1,178,1060,1260,30%,62%,52,4%
2022,179,179,USNews,University of Houston,University of Houston,,public,52,52,2.9,214,85%,61%,62%,1,61%,39,343,24%,27%,23,23 to 1,144,1120,1310,33%,63%,257,8%
2022,179,179,USNews,University of Idaho,University of Idaho,,public,52,52,2.7,240,79%,59%,59%,,54%,59,75,65%,7%,16,16 to 1,265,990,1220,18%,74%,147,8%
2022,103,103,USNews,University of Illinois--Chicago,University of Illinois Chicago,,public,60,60,3.1,225,80%,53%,63%,10,62%,8,239,29%,21%,18,18 to 1,200,1030,1250,32%,73%,46,2%
2022,47,47,USNews,University of Illinois--Urbana-Champaign,University of Illinois at Urbana-Champaign,,public,72,72,4,54,93%,81%,86%,5,80%,169,97,38%,21%,20,20 to 1,63,1210,1470,52%,63%,64,6%
2022,239,239,USNews,University of Indianapolis,University of Indianapolis,,private,46,46,2.4,253,74%,59%,62%,3,48%,179,206,55%,1%,13,13 to 1,311,960,1170,15%,73%,267,10%
2022,83,83,USNews,University of Iowa,University of Iowa,,public,63,63,3.6,121,87%,73%,72%,-1,62%,351,75,52%,14%,16,16 to 1,113,22,29,34%,84%,97,6%
2022,122,122,USNews,University of Kansas,University of Kansas,,public,58,58,3.4,183,85%,71%,63%,-8,46%,375,75,61%,10%,17,17 to 1,120,22,29,31%,91%,89,11%
2022,127,127,USNews,University of Kentucky,University of Kentucky,,public,57,57,3.2,175,85%,71%,66%,-5,53%,297,176,40%,14%,16,16 to 1,124,22,29,33%,96%,59,9%
2022,136,136,USNews,University of La Verne ,University of La Verne,CA,private,56,56,2.1,163,81%,50%,66%,16,65%,7,117,61%,0.30%,13,13 to 1,331,960,1150,18%,76%,116,3%
2022,299,299-391,USNews,University of Louisiana at Lafayette,University of Louisiana at Lafayette,,public,,,2.3,,75%,58%,51%,,41%,220,,34%,9%,,,,20,26,19%,67%,,4%
2022,299,299-391,USNews,University of Louisiana--Monroe,University of Louisiana at Monroe,,public,,,2.1,,73%,57%,58%,,50%,100,,45%,11%,,,,20,24,23%,77%,,3%
2022,187,187,USNews,University of Louisville ,University of Louisville,KY,public,51,51,2.9,240,81%,67%,60%,-7,50%,256,206,42%,9%,14,14 to 1,224,21,29,31%,66%,74,9%
2022,213,213,USNews,University of Maine,University of Maine,,public,48,48,2.9,253,76%,62%,56%,-6,48%,153,287,41%,16%,16,16 to 1,213,1050,1250,22%,92%,147,6%
2022,299,299-391,USNews,University of Mary ,University of Mary,ND,private,,,1.9,,80%,64%,59%,,41%,385,,66%,3%,,,,20,26,,97%,,
2022,249,249,USNews,University of Memphis,University of Memphis,,public,45,45,2.6,301,77%,52%,51%,-1,43%,78,239,48%,8%,16,16 to 1,213,19,26,19%,85%,257,4%
2022,55,55,USNews,University of Miami ,University of Miami,FL,private,69,69,3.4,65,92%,89%,83%,-6,78%,265,59,53%,8%,12,12 to 1,59,1250,1420,51%,33%,25,10%
2022,23,23,USNews,University of Michigan--Ann Arbor,University of Michigan--Ann Arbor,,public,81,81,4.5,22,97%,89%,93%,4,89%,297,37,57%,17%,14,14 to 1,31,1340,1560,77%,26%,41,15%
2022,299,299-391,USNews,University of Michigan--Flint,University of Michigan--Flint,,public,,,2.3,,74%,52%,38%,,30%,153,,43%,3%,,,,970,1210,19%,77%,,3%
2022,68,68,USNews,University of Minnesota--Twin Cities,University of Minnesota--Twin Cities,,public,66,66,3.6,75,93%,81%,84%,3,78%,220,278,36%,20%,17,17 to 1,64,25,31,49%,70%,46,7%
2022,148,148,USNews,University of Mississippi,University of Mississippi,,public,55,55,3,183,86%,68%,67%,-1,52%,365,128,57%,11%,16,16 to 1,148,22,30,23%,88%,116,8%
2022,277,277,USNews,University of Montana,University of Montana,,public,43,43,2.8,315,71%,60%,48%,-12,37%,369,189,59%,8%,18,18 to 1,224,20,27,16%,96%,185,8%
2022,263,263,USNews,University of Nebraska--Omaha,University of Nebraska Omaha,,public,44,44,2.7,293,76%,57%,56%,-1,44%,169,255,39%,6%,16,16 to 1,249,18,26,20%,82%,358,4%
2022,249,249,USNews,University of Nevada--Las Vegas,"University of Nevada, Las Vegas",,public,45,45,2.8,334,77%,54%,44%,-10,41%,100,216,38%,13%,19,19 to 1,238,19,25,22%,81%,196,3%
2022,227,227,USNews,University of Nevada--Reno,"University of Nevada, Reno",,public,47,47,2.5,235,81%,62%,61%,-1,53%,232,303,48%,16%,17,17 to 1,200,20,26,25%,87%,147,5%
2022,249,249,USNews,University of New England ,University of New England,ME,private,45,45,2.2,209,78%,63%,62%,-1,57%,211,206,53%,7%,13,13 to 1,256,1040,1210,,87%,223,5%
2022,136,136,USNews,University of New Hampshire,University of New Hampshire,,public,56,56,3,106,86%,67%,77%,10,70%,192,295,37%,16%,16,16 to 1,178,1090,1280,23%,85%,163,7%
2022,196,196,USNews,University of New Mexico,University of New Mexico (Main campus),,public,50,50,2.9,293,77%,61%,53%,-8,49%,113,117,49%,10%,11,11 to 1,273,17,25,,54%,74,
2022,299,299-391,USNews,University of New Orleans,University of New Orleans,,public,,,2.4,,68%,52%,42%,,40%,47,,32%,12%,,,,18,24,13%,83%,,3%
2022,187,187,USNews,University of North Carolina--Wilmington,University of North Carolina Wilmington,,public,51,51,2.6,130,85%,69%,74%,5,66%,202,268,46%,7%,17,17 to 1,154,23,27,22%,68%,354,4%
2022,249,249,USNews,University of North Dakota,University of North Dakota,,public,45,45,2.7,240,80%,69%,61%,-8,49%,384,324,39%,14%,17,17 to 1,185,21,26,23%,87%,116,6%
2022,263,263,USNews,University of North Florida,University of North Florida,,public,44,44,2.4,214,82%,61%,61%,,58%,100,353,27%,13%,19,19 to 1,249,1040,1230,14%,80%,358,2%
2022,277,277,USNews,University of North Texas,University of North Texas,,public,43,43,2.6,260,79%,58%,58%,,57%,232,364,31%,19%,26,26 to 1,224,1050,1240,20%,84%,354,4%
2022,299,299-391,USNews,University of Northern Colorado,University of Northern Colorado,,public,,,2.4,,71%,57%,52%,,40%,202,,48%,6%,,,,980,1200,15%,88%,,2%
2022,19,19,USNews,University of Notre Dame ,University of Notre Dame,IN,private,85,85,4.2,1,98%,97%,97%,,94%,335,18,59%,11%,8,8 to 1,18,32,35,90%,19%,25,38%
2022,127,127,USNews,University of Oklahoma,University of Oklahoma,,public,57,57,3.2,141,89%,72%,72%,,59%,351,128,48%,10%,17,17 to 1,133,23,29,31%,83%,205,7%
2022,99,99,USNews,University of Oregon,University of Oregon,,public,61,61,3.5,121,85%,67%,74%,7,64%,232,216,37%,21%,17,17 to 1,178,1090,1290,26%,83%,135,6%
2022,8,8,USNews,University of Pennsylvania,University of Pennsylvania,,private,94,94,4.6,4,97%,96%,96%,,92%,275,6,70%,9%,6,6 to 1,5,1460,1570,96%,9%,14,38%
2022,299,299-391,USNews,University of Phoenix ,University of Phoenix,AZ,proprietary,,,1.4,,33%,29%,11%,,,389,,,,,,,,,,,,
2022,59,59,USNews,University of Pittsburgh,University of Pikeville,,public,68,68,3.6,65,93%,83%,83%,,76%,327,107,43%,17%,14,14 to 1,59,1243,1420,54%,64%,32,8%
2022,288,288,USNews,University of Puerto Rico--Rio Piedras,University of Pittsburgh-Pittsburgh campus,,public,42,42,2.4,240,81%,54%,57%,3,,343,368,,,16,16 to 1,376,,,,49%,354,
2022,162,162,USNews,University of Rhode Island,University of Puerto Rico--Rio Piedras,,public,54,54,3,159,85%,64%,69%,5,62%,220,176,42%,10%,17,17 to 1,273,1090,1260,19%,76%,205,4%
2022,34,34,USNews,University of Rochester ,University of Rhode Island,NY,private,77,77,3.5,43,95%,89%,86%,-3,84%,179,18,79%,8%,9,9 to 1,37,1310,1500,71%,35%,21,20%
2022,187,187,USNews,University of Saint Joseph ,University of Rochester,CT,private,51,51,2.2,214,80%,48%,56%,8,49%,95,62,71%,0%,7,7 to 1,318,970,1166,21%,78%,173,8%
2022,93,93,USNews,University of San Diego,University of San Diego,,private,62,62,3.1,84,89%,79%,80%,1,76%,249,87,42%,0.10%,12,12 to 1,100,1160,1340,37%,59%,109,9%
2022,103,103,USNews,University of San Francisco,University of San Francisco,,private,60,60,3.1,121,82%,67%,71%,4,67%,113,128,46%,1%,12,12 to 1,113,1140,1330,35%,70%,125,5%
2022,299,299-391,USNews,University of South Alabama,University of South Alabama,,public,,,2.1,,76%,57%,45%,,38%,153,,54%,5%,,,,20,27,,73%,,5%
2022,239,239,USNews,University of South Dakota,University of South Dakota,,public,46,46,2.7,240,77%,64%,60%,-4,47%,312,255,52%,6%,16,16 to 1,213,20,25,15%,91%,234,4%
2022,103,103,USNews,University of South Florida,University of South Florida (Tampa),,public,60,60,2.8,106,92%,64%,74%,10,72%,24,287,46%,13%,22,22 to 1,113,1160,1320,32%,49%,173,10%
2022,27,27,USNews,University of Southern California,University of Southern California,,private,79,79,3.9,25,95%,92%,92%,,91%,169,48,63%,12%,9,9 to 1,78,1340,1530,,16%,22,35%
2022,249,249,USNews,University of St. Francis ,University of St. Francis,IL,private,45,45,2,209,80%,55%,60%,5,51%,100,206,73%,0%,14,14 to 1,304,970,1170,,60%,267,5%
2022,136,136,USNews,University of St. Thomas ,University of St. Thomas,MN,private,56,56,2.6,100,87%,76%,80%,4,76%,256,128,34%,1%,14,14 to 1,124,23,29,22%,89%,185,9%
2022,103,103,USNews,University of Tennessee,The University of Tennessee-Knoxville,,public,60,60,3.3,130,87%,76%,71%,-5,61%,192,141,38%,14%,17,17 to 1,81,25,31,41%,78%,125,11%
2022,299,299-391,USNews,University of Tennessee--Chattanooga,University of Tennessee at Chattanooga,,public,,,2.6,,74%,62%,50%,,46%,179,,36%,11%,,,,21,26,,83%,,4%
2022,288,288,USNews,University of Texas at Arlington,University of Texas at Arlington,,public,42,42,2.7,298,74%,56%,52%,-4,51%,26,371,29%,30%,24,24 to 1,200,1050,1250,28%,88%,332,1%
2022,38,38,USNews,University of Texas at Austin,University of Texas at Austin,,public,74,74,4.1,48,96%,83%,88%,5,81%,143,59,48%,14%,18,18 to 1,41,1210,1470,87%,32%,70,9%
2022,136,136,USNews,University of Texas at Dallas,University of Texas at Dallas,,public,56,56,3,130,89%,70%,72%,2,69%,82,303,23%,28%,23,23 to 1,70,1220,1450,42%,79%,284,3%
2022,299,299-391,USNews,University of Texas at San Antonio,The University of Texas at San Antonio,,public,,,2.7,,75%,53%,46%,,47%,26,,15%,39%,,,,1020,1210,18%,84%,,4%
2022,299,299-391,USNews,University of Texas at Tyler,University of Texas at Tyler,,public,,,2.2,,65%,57%,43%,,40%,179,,48%,14%,,,,1030,1220,14%,92%,,2%
2022,299,299-391,USNews,University of Texas--El Paso,University of Texas--El Paso,,public,,,2.6,,75%,44%,44%,,41%,72,,32%,16%,,,,900,1100,18%,100%,,3%
2022,299,299-391,USNews,University of Texas--Rio Grande Valley,University of Texas Rio Grande Valley,,public,,,2.2,,77%,41%,46%,,,33,,18%,20%,,,,17,22,22%,80%,,0.30%
2022,299,299-391,USNews,University of the Cumberlands ,University of the Cumberlands,KY,private,,,1.9,,64%,51%,39%,,,62,,,,,,,18,24,,80%,,
2022,263,263,USNews,University of the Incarnate Word ,University of the Incarnate Word,TX,private,44,44,2,287,75%,49%,58%,9,53%,41,97,62%,2%,12,12 to 1,337,950,1140,18%,97%,257,4%
2022,136,136,USNews,University of the Pacific ,University of the Pacific,CA,private,56,56,2.6,163,84%,67%,66%,-1,65%,45,176,44%,7%,14,14 to 1,124,1080,1340,40%,71%,59,5%
2022,299,299-391,USNews,University of Toledo ,University of Toledo,OH,public,,,2.4,,76%,58%,53%,,38%,297,,42%,12%,,,,20,26,23%,95%,,5%
2022,136,136,USNews,University of Tulsa ,University of Tulsa,OK,private,56,56,2.7,130,87%,88%,73%,-15,61%,387,62,56%,3%,10,10 to 1,94,23,31,48%,69%,89,12%
2022,99,99,USNews,University of Utah,University of Utah,,public,61,61,3.3,147,90%,68%,67%,-1,58%,275,231,46%,16%,17,17 to 1,148,22,29,,79%,41,12%
2022,117,117,USNews,University of Vermont,University of Vermont,,public,59,59,3.1,106,86%,76%,76%,,71%,275,247,45%,16%,18,18 to 1,105,1160,1350,33%,71%,74,7%
2022,25,25,USNews,University of Virginia,University of Virginia (Main campus),,public,80,80,4.3,11,97%,95%,94%,-1,90%,297,37,52%,14%,14,14 to 1,24,1320,1510,90%,23%,41,17%
2022,59,59,USNews,University of Washington,University of Washington,,public,68,68,3.9,54,94%,89%,84%,-5,80%,179,353,28%,26%,20,20 to 1,64,1200,1457,56%,56%,31,9%
2022,299,299-391,USNews,University of West Georgia,University of West Georgia,,public,,,2.2,,71%,46%,44%,,41%,41,,43%,7%,,,,900,1040,,78%,,1%
2022,196,196,USNews,University of Wyoming,University of Wyoming,,public,50,50,2.8,240,78%,68%,59%,-9,52%,372,157,46%,11%,14,14 to 1,178,21,28,23%,94%,81,8%
2022,249,249,USNews,Utah State University,Utah State University,,public,45,45,2.7,306,72%,63%,48%,-15,48%,256,231,51%,11%,19,19 to 1,158,21,29,22%,91%,147,4%
2022,299,299-391,USNews,Valdosta State University ,Valdosta State University,GA,public,,,2.2,,69%,50%,40%,,35%,113,,55%,3%,,,,930,1100,,78%,,2%
2022,172,172,USNews,Valparaiso University ,Valparaiso University,IN,private,53,53,2.7,152,83%,68%,65%,-3,55%,169,128,62%,6%,11,11 to 1,148,1070,1280,36%,87%,185,11%
2022,14,14,USNews,Vanderbilt University ,Vanderbilt University,TN,private,88,88,4.3,17,97%,96%,93%,-3,90%,288,17,57%,13%,8,8 to 1,8,33,35,90%,12%,12,28%
2022,49,49,USNews,Villanova University ,Villanova University,PA,private,70,70,3.4,28,96%,87%,92%,5,87%,312,97,43%,3%,11,11 to 1,37,1320,1460,72%,31%,81,24%
2022,172,172,USNews,Virginia Commonwealth University,Virginia Commonwealth University,,public,53,53,3,175,84%,63%,66%,3,62%,127,315,42%,15%,18,18 to 1,213,1060,1250,18%,91%,147,4%
2022,75,75,USNews,Virginia Tech,Virginia Polytechnic Institute and State University,,public,65,65,3.7,54,93%,78%,86%,8,80%,275,255,28%,24%,14,14 to 1,137,1170,1370,,67%,135,14%
2022,28,28,USNews,Wake Forest University ,Wake Forest University,NC,private,78,78,3.7,36,94%,95%,89%,-6,82%,357,23,50%,1%,11,11 to 1,37,1290,1470,73%,32%,9,21%
2022,299,299-391,USNews,Washburn University ,Washburn University,KS,public,,,2.2,,69%,55%,51%,,38%,288,,56%,3%,,,,18,24,15%,93%,,8%
2022,179,179,USNews,Washington State University,Washington State University,,public,52,52,3.2,225,80%,65%,59%,-6,51%,192,239,34%,19%,16,16 to 1,273,1020,1210,,80%,196,10%
2022,14,14,USNews,Washington University in St. Louis,Washington University in St Louis,,private,88,88,4.2,11,96%,98%,94%,-4,92%,375,12,67%,8%,7,7 to 1,15,33,35,86%,16%,5,22%
2022,249,249,USNews,Wayne State University ,Wayne State University,MI,public,45,45,2.6,298,80%,56%,52%,-4,45%,66,247,27%,14%,16,16 to 1,285,1000,1200,,68%,125,4%
2022,249,249,USNews,West Virginia University,West Virginia University,,public,45,45,2.9,235,78%,63%,59%,-4,,312,336,,,20,20 to 1,325,1030,1230,,84%,173,
2022,299,299-391,USNews,Western Kentucky University,Western Kentucky University,,public,,,2.3,,73%,59%,55%,,42%,288,,45%,5%,,,,19,26,20%,98%,,5%
2022,263,263,USNews,Western Michigan University,Western Michigan University,,public,44,44,2.5,266,79%,58%,57%,-1,49%,139,231,44%,10%,18,18 to 1,265,1010,1220,14%,85%,267,4%
2022,213,213,USNews,Western New England University ,Western New England University,MA,private,48,48,2.1,214,78%,63%,64%,1,58%,113,62,57%,0.40%,12,12 to 1,207,1070,1270,16%,89%,205,4%
2022,299,299-391,USNews,Wichita State University ,Wichita State University,KS,public,,,2.5,,73%,60%,48%,,38%,265,,46%,8%,,,,20,27,23%,55%,,6%
2022,213,213,USNews,Widener University ,Widener University,PA,private,48,48,2.3,204,80%,60%,65%,5,56%,249,75,64%,2%,13,13 to 1,273,1035,1210,,75%,234,3%
2022,213,213,USNews,Wilkes University ,Wilkes University,PA,private,48,48,1.9,225,77%,59%,64%,5,57%,82,62,66%,4%,13,13 to 1,238,1040,1230,18%,92%,205,13%
2022,38,38,USNews,William & Mary ,William & Mary,VA,public,74,74,3.9,28,95%,94%,91%,-3,88%,351,56,49%,8%,12,12 to 1,34,1300,1490,77%,42%,109,23%
2022,299,299-391,USNews,William Carey University ,William Carey University,MS,private,,,1.8,,80%,49%,51%,,48%,179,,79%,1%,,,,20,28,27%,55%,,3%
2022,299,299-391,USNews,William Woods University ,William Woods University,MO,private,,,1.9,,73%,60%,59%,,,343,,,,,,,20,26,,64%,,
